"context","location","source","target"
"Sc: Dmi, msc: BracingForImpact, no sfx, Next: [POP-50]","POP-49"," Cass--"," Tiên--"
"Sc: Cassiopeia, msc: BracingForImpact, sfx: CASS2, Next: [POP-51]","POP-50"," You have been giving me the slip for days and I knew something was up!"," Bữa giờ cậu cứ làm ngơ tin nhắn của tớ nên tớ đã nghi có chuyện gì rồi."
"No Sc, msc: BracingForImpact, no sfx, Next: [POP-52]","POP-51","Tears well up in my eyes. I can’t help it.","Đôi mắt tôi khi này đã sưng húp và ướt đẫm."
"Sc: Cassiopeia, msc: BracingForImpact, sfx: Cassie_Short, Next: [POP-53]","POP-52","Dmi? Come on…","Thôi đừng khóc mà..."
"No Sc, msc: BracingForImpact, no sfx, Next: [POP-54]","POP-53","She takes me into her arms before she wipes at my tears. She holds my face in her hands. I can’t pinpoint the emotion I see in her face.","Cậu ấy ôm tôi vào lòng rồi lau đi những giọt nước mắt đang lăn dài trên đôi gò má. Không biết cậu ấy nghĩ gì khi thấy bộ dạng xấu xí này của tôi."
"No Sc, msc: BracingForImpact, no sfx, Next: [POP-55]","POP-54","Was it pity?","Buồn hay vui?"
"Sc: Cassiopeia, msc: BracingForImpact, sfx: CASS1, Next: [POP-56]","POP-55","I want to be here with you. Don’t cry.","Tớ quay lại đây là vì cậu, nên đừng khóc."
"No Sc, msc: BracingForImpact, no sfx, Next: [POP-57]","POP-56","…love? Was that it?","Đây là... tình yêu sao?"
"Sc: Dmi, msc: BracingForImpact, no sfx, Next: [POP-58]","POP-57"," I wish we had more time. I wish we could have done more things together or had a chance to just live in another galaxy. Or at least you should be able to leave-- "," Ước gì chúng tôi được sinh ra ở một vũ trụ khác. Ước gì chúng tôi có thêm thời gian để làm nhiều thứ cùng nhau hơn. Ước gì cậu ấy đã không quay lại đây bởi vì tôi... "
"No Sc, msc: BracingForImpact, no sfx, Next: [POP-59]","POP-58","Cassiopeia wipes at my tears some more. I see her own tears threaten to fall.","Trong lúc Tiên ra sức an ủi tôi, có vẻ như chính cậu ấy cũng muốn bật khóc."
"Sc: Cassiopeia, msc: BracingForImpact, sfx: CASS3, Next: [POP-60]","POP-59","I don’t want to leave without you.","Tớ không muốn bỏ cậu lại một mình."
"No Sc, msc: BracingForImpact, no sfx, Next: [POP-60b]","POP-60","I wipe at my own tears.","Sau đó tôi lấy lại bình tĩnh."
"No Sc, msc: BracingForImpact, sfx: Text_1, Next: [TPOP-1]","POP-60b","-phone chimes-","[chuông điện thoại reo lên]"
"No Sc, on phone, msc: BracingForImpact, no sfx, Next: [POP-61]","TPOP-1","SUPERNOVA IMMINENT. EVACUATE IMMEDIATELY.","MẶT TRỜI SẮP PHÁT NỔ. VUI LÒNG DI TẢN NGAY LẬP TỨC."
" ""added missing string""","TPOP-2","!!! DEIMOS MOON WARNING !!!","!!! CẢNH BÁO TỪ TRĂNG DEIMOS !!!"
"Sc: Dmi, msc: BracingForImpact, no sfx, Next: [POP-62]","POP-61","A little late for that isn’t it?","Giờ này thông báo hơi trễ ha?"
"No Sc, msc: BracingForImpact, no sfx, Next: [POP-63]","POP-62","I scoot my chair closer to Cassiopeia. She’s a beacon in this time where I thought I would be alone.","Tôi nhích cái ghế lại gần Tiên. Cậu ấy như ngôi sao trong bầu trời đêm, thắp sáng cuộc đời lẻ loi của tôi."
"No Sc, msc: BracingForImpact, no sfx, Next: [POP-64]","POP-63","I didn’t think I would be ready for this. I still don’t think I am.","Mặc dù biết trước kết cục rồi nhưng mà vẫn sợ thiệt nha."
"No Sc, msc: BracingForImpact, no sfx, Next: [POP-65]","POP-64","Cassiopeia takes my hand and smiles as she gives it a squeeze.","Tiên mỉm cười và nắm chặt lấy tay tôi."
"No Sc, msc: BracingForImpact, no sfx, Next: [POP-66]","POP-65","Okay…","Đây rồi..."
"No Sc, msc: BracingForImpact, no sfx, Next: [POP-67]","POP-66","Alright…","Tới rồi..."
"Sc: Dmi, msc: BracingForImpact, no sfx, Next: [POP-68]","POP-67","Thank you Cassie. ","Cảm ơn cậu nha Tiên. "
"No Sc, msc: BracingForImpact, no sfx, Next: [POP-69]","POP-68","She chuckles somehow she’s still smug even now. ","Cậu ấy cười khúc khích như hiểu được ý tôi muốn nói. "
"Sc: Cassiopeia, msc: BracingForImpact, sfx: Cassie_Short, Next: [POP-70]","POP-69"," I love you too Dmi. "," Tớ cũng yêu cậu, Mi à. "
"No Sc, msc: BracingForImpact, no sfx, Next: [POP-71]","POP-70","I return her laugh as our world goes white.","Vũ trụ nở một nụ cười trắng xóa và tôi nhận ra..."
"No Sc, msc: BracingForImpact, no sfx","POP-71","I was never really alone.","Mình chưa bao giờ cô đơn cả."
